32567,Vengeance of the Moon Knight (2009) #7,7,20718,90,"""KILLED, NOT DEAD,"" PART 1 Guest-starring Deadpool!  Herman Goncharenko lies at death's door, wasting away of cancer, but someone wants him killed, not dead.  Someone desperate enough to hire a certain mouthy mercenary to do the job.  Gonchrenko's only hope just might be the reformed Moon Knight - if he's able to withstand the force of nature known as Deadpool, and if Goncharenko is, indeed, worth saving. Parental Advisory ...$2.99",,,, | onsaleDate:2010-04-07T00:00:00-0400 | focDate:2010-03-11T00:00:00-0500 | unlimitedDate:2010-12-30T00:00:00-0500, | printPrice:2.99 ,2010,4

