52939,X-Men (2013) #22,22,30200,82,"""EXOGENOUS"" Conclusion! ""Arrow"" executive producer Marc Guggenheim wraps up his run on this critically acclaimed arc of X-MEN! Time is running out as the X-Men race to save the Earth from the alien monstrosities that have emerged from the depths of space! But will Rachel Grey forsake her teammates to get revenge on those responsible for the death of her family? ",, | penciller (cover):Terry Dodson | writer:Marc Guggenheim | artist:Dexter Soy | artist:Harvey Tolibao,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-07-17T12:27:31-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
