32187,X-Men (2010) #10,10,50553,28,"TO SERVE AND PROTECT CONCLUSION The heroes have been captured and turned into mindless creatures with only Spider-Man and Emma Frost left unscathed. Can this unlikely pair work together long enough to restore the X-Men? ", | Emma Frost | Spider-Man | Wolverine | X-Men, | penciller:Chris Bachalo | penciller (cover):Terry Dodson | writer:Victor Gischler | editor:Nick Lowe,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-04T00:00:00-0400 | unlimitedDate:2011-12-28T00:00:00-0500 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
