50594,Avengers World (2014) #11,11,23493,99,"- The UPRISING begins. - The Island opens its doors. The Dead march into the light. The Dragon declares war. - Confronted by immense dangers on all sides, The Avengers face a world on fire -- and to restore peace, they'll have to become something even bigger than before. ",, | artist:Stefano Caselli | penciller (cover):Paul Renaud | writer:Nick Spencer,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-21T00:00:00-0400 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
