29100,Secret Avengers (2010) #9,9,50748,16,"Will Shang Chi's father return?! Now that the team's secret enemy's involvement in his resurrection has been exposed, what will Steve Rogers and his team do to take on the Shadow Council?  ", | Captain America | Shang-Chi, | editor:Tom Brevoort | writer:Ed Brubaker | penciller (cover):Mike Deodato,, | onsaleDate:2011-01-26T00:00:00-0500 | focDate:2011-01-13T00:00:00-0500 | unlimitedDate:2011-12-20T00:00:00-0500 | digitalPurchaseDate:2012-04-17T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,1
 
