29005,Powers (2009) #6,6,14991,137,"Guess who's back!!??  Detective Deena Pilgrim returns to POWERS and wait 'til you see what she has been up to.  Meanwhile, Detective Walker reunites with his young protege Retro Girl and things are not at all anything close to peachy.  It is cops and capes worth ""four stars!""- CBR. So hop on board the comic that blends crime and super heroes like you have never seen before. From the writer of some of your favorite Marvel Comics. Mature ...$3.95",, | writer:Brian Michael Bendis | penciller:Mike Avon Oeming,, | onsaleDate:2010-09-29T00:00:00-0400 | focDate:2010-09-09T00:00:00-0400, | printPrice:3.95 ,2010,9

