26843,Ultimate Comics Avengers (2009) #4,4,58996,18,"Captain America and the Avengers face-off as the dreaded Red Skull plots universal mayhem! How will Fury's death squad cope with the legend and his son? The world as we know it is on the line! ",, | colorist:Laura Martin | colorist:Justin Ponsor | inker:Danny K. Miki | inker:Dexter Vines | writer:Mark Millar | penciller:Carlos Pacheco | letterer:Cory Petit,, | onsaleDate:2009-11-25T00:00:00-0500 | focDate:2009-11-05T00:00:00-0500 | unlimitedDate:2010-12-23T00:00:00-0500 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,11
 
