48583,Captain America (2012) #16,16,36534,45,"&quot;THE IRON NAIL, PROLOGUE: A CHOICE&quot; Captain America, the super soldier patriot of World War II&hellip;is away! Left in his place is the daughter of criminal Mastermind Arnim Zola&mdash;Jet Black! As beautiful as she is powerful, Jet Black must learn the laws of mortal men in New York City. But when a group of Nazi soldiers known as &quot;The S Men,&quot; lure Black into evil&mdash;will she follow in the footsteps of her nefarious father?",, | artist:Pascal Alixe | penciller (cover):Nic Klein | writer:Rick Remender,, | onsaleDate:2014-02-05T00:00:00-0500 | focDate:2014-01-22T00:00:00-0500 | unlimitedDate:2014-08-04T00:00:00-0400 | digitalPurchaseDate:2014-02-05T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
