27544,Avengers: The Initiative (2007) #27,27,38973,51,"Blastaar's alien army has seized 42, the Initiative's prison in the Negative Zone. Someone has to take it back, and the Taskmaster has assembled a team to do just that. ", | Gauntlet (Joseph Green) | H.A.M.M.E.R. | Justice | New Warriors | The Initiative | Tigra (Greer Nelson) | Ultragirl (Earth-93060), | inker:Roger Bonet | letterer:Joe Caramagna | penciller (cover):Matteo De Longis | colorist:Edgar Delgado | writer:Christos Gage | penciller:Rafa Sandoval,, | onsaleDate:2009-08-26T00:00:00-0400 | focDate:2009-08-06T00:00:00-0400 | unlimitedDate:2010-10-05T00:00:00-0400 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,8
 
