15888,X-Men: First Class (2007) #1,1,26354,79,"Travel to the early days of the X-Men! Concerned that star pupil Marvel Girl could use a role model, Professor Xavier enlists the world's top female hero - Sue Storm, The Invisible Girl! ", | Archangel | Beast | Cyclops | Iceman | Invisible Woman | Jean Grey | Rachel Grey | X-Men, | inker:Roger Cruz | penciller (cover):Eric Nguyen | writer:Jeff Parker | letterer:Nate Piekos | colorist:Val Staples,, | onsaleDate:2007-06-27T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:2.99 13500,X-Men: First Class (2007) #1,1,26354,79,"The early days of mutant fun returns! Unfortunately, the X-Men are a male-dominated group in this early time. Concerned that star pupil Marvel Girl could use a role model, Professor Xavier enlists the world's top female hero - Sue Storm, The Invisible Girl! ", | X-Men, | penciller:Mike Allred | penciller:Nick Dragotta | penciller:Kevin Nowlan | penciller:Paul Smith | writer:Jeff Parker | letterer:Nate Piekos,, | onsaleDate:2007-05-16T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-04-28T00:00:00-0400 | digitalPurchaseDate:2011-05-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2007,6

