48516,Loki: Agent of Asgard (2014) #3,3,27472,82,"- Loki heads back to the dawn of Asgard to join its greatest heroes on a quest for an otter-skin of gold, the heart's-blood of a dragon... and a certain magical sword. - Meanwhile, Loki does not appear in this issue. - Both these statements are, for once, true. ",, | writer:Al Ewing | penciller (cover):Jenny Frison | artist:Lee Garbett,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
