1464,Captain America & the Falcon (2004) #10,10,23234,96,"""BROTHERS & KEEPERS (ADELPHOITE PHYLAXES)"" PART 3 (OF 5),2004,12
<br>The Falcon's increasingly erratic behavior has created sharp conflict between Captain America and himself. While Cap works with S.H.I.E.L.D. agent Ali Morales and S.H.I.E.L.D. commander Nick Fury to track down the deadly A.I.M. leader M.O.D.O.K. and ferret out MODOK's connection to rogue Naval Intelligence Admiral ""Jimmy"" Westbrook, Falcon proceeds on his own track, unleashing the newly-restored and re-powered Anti-Cap to help destroy the Rivas drug cartel, and, hopefully, bag Admiral Jimmy and MODOK at the same time. ", | Captain America, | penciller:Joe Bennett | colorist:Transparency Digital | inker:Jack Jadson | penciller (cover):Howard Porter | writer:Christopher Priest | letterer:Dave Sharpe,, | onsaleDate:2004-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2011-03-01T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
