22466,Amazing Spider-Man (1999) #576,576,68943,12,"In a heated battle with Hammerhead, Spider-Man realizes that his old foe has some new tricks! It's Spider-Man versus Hammerhead in the rematch of the year!", | Hammerhead | Mr. Negative | Spider-Man, | penciller (cover):Chris Bachalo | colorist:Antonio Fabela | writer:Joe Kelly | inker:Jaime Mendoza | inker:Tim Townsend | inker:Al Vey | letterer:Cory Petit | editor:Stephen Wacker,, | onsaleDate:2008-11-05T00:00:00-0500 | focDate:2008-10-16T00:00:00-0400 | unlimitedDate:2009-09-21T00:00:00-0400 | digitalPurchaseDate:2010-11-17T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2008,11

