29097,Secret Avengers (2010) #6,6,68617,9,"A secret foe has been revealed - or has he? Find out everything you need to know about the other Nick Fury! ",, | colorist:Rainier Beredo | writer:Ed Brubaker | inker:Mike Deodato | artist:Marko Djurdjevic | letterer:Dave Lanphear,, | onsaleDate:2010-10-27T00:00:00-0400 | focDate:2010-10-16T00:00:00-0400 | unlimitedDate:2011-10-26T00:00:00-0400 | digitalPurchaseDate:2012-04-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,10
 
