25926,Marvel Divas (2009) #1,1,21602,97,"Diva (dee-vah), noun: An unusually glamorous and powerful woman. See: Patsy ""Hellcat"" Walker; Felicia ""Black Cat"" Hardy; Angelica ""Firestar"" Jones; and Monica ""Photon"" Rambeau. What happens when you take four of the Marvel Universe's most fabulous single girls and throw them together, adding liberal amounts of suds and drama? You get the sassiest, sexiest, soapiest series to come out of the House of Ideas since Millie the Model! Romance, action, ex-boyfriends, and a last page that changes everything! Let your inner divas out with this one, fellas, you won't regret it! Parental Advisory ...$3.99",, | writer:Roberto Aguirre-Sacasa | inker:Jeff Scott Campbell | inker:Tonci Zonjic | colorist:June Chung | colorist:Edgar Delgado | colorist:Jelena Kevic Djurdjevic | other:Chris Eliopoulos | letterer:Cory Petit,, | onsaleDate:2009-07-01T00:00:00-0400 | focDate:2009-06-11T00:00:00-0400 | unlimitedDate:2010-01-04T00:00:00-0500, | printPrice:3.99 ,2009,7

