26973,Uncanny X-Men (1963) #520,520,65758,10,"""NATION X"" There's a rogue Predator X stalking mutants beneath New York City and it's down to Wolverine and Fantomex to hunt it down. There's an island in the San Francisco Bay that the mutants call home and it's slowly sinking -- and only King Namor can save the day.  And meanwhile, in San Francisco, a supermob is making life hard in Chinatown...somebody call the X-Men! Part 6 (of 8) Rated T  ...$2.99", | X-Men, | letterer:Joe Caramagna | inker:Rachel Dodson | other:Terry Dodson | writer:Matt Fraction | penciler:Greg Land,, | onsaleDate:2010-01-20T00:00:00-0500 | focDate:2009-12-28T00:00:00-0500 | unlimitedDate:2011-04-27T00:00:00-0400 | digitalPurchaseDate:2012-01-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,1

