6010,Captain America (2004) #25,25,6536,213,THE DEATH OF CAPTAIN AMERICA.,, | writer:Ed Brubaker | colorist:Frank D'Armata | penciller (cover):Steve Epting, | Civil War, | onsaleDate:2007-03-07T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-12-08T00:00:00-0500 | digitalPurchaseDate:2009-10-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2007,5

