14110,Wolverine (1988) #166,166,80069,11,, | Agent Zero | Apocalypse | Chamber | Deadpool | Iron Man | Marrow | Mystique | Nick Fury | Nightcrawler | Rogue | Sabretooth | Toad | Wolverine, | letterer:Jose Albelo | letterer:Richard Starkings | letterer:Saida Temofonte | penciller:Sean Chen | penciller:Barry Windsor-Smith | inker:Mick Grey | colorist:Raymond Lee | colorist:Jose Villarrubia | editor:Mike Marts | editor:Mike Raicht | writer:Frank Tieri | penciller (cover):J.H. Williams,, | onsaleDate:2001-09-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-08-04T00:00:00-0400, | printPrice:0 ,2001,7

