50889,Original Sins (2014) #3,3,34686,87,"- The INHUMANS! - The YOUNG AVENGERS confront THE HOOD! - And J. Jonah Jameson's ORIGINAL SIN revealed! ",, | artist:Mark Bagley | penciller (cover):Mark Brooks | writer:Dan Slott | writer:Charles Soule, | Original Sin, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-16T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
