32983,The Thanos Imperative: Ignition (2010) #1,1,29716,68,"Thanos is back! On one side you have the Marvel Universe's #1 threat! On the other: a dark new force determined to obliterate everyone! In the middle are the outnumbered and battle-hardened heroes that stand between us and complete decimation! ", | Thanos, | writer:Dan Abnett | writer:Andy Lanning | penciller:Aleksi Briclot | penciller:Brad Walker, | The Thanos Imperative, | onsaleDate:2010-05-26T00:00:00-0400 | focDate:2010-05-06T00:00:00-0400 | unlimitedDate:2011-02-01T00:00:00-0500 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,5
 
