43171,Amazing Spider-Man (1999) #58,58,92826,12,,,,, | onsaleDate:2003-10-15T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2013-06-10T00:00:00-0400, | printPrice:0 ,2003,9

