14309,X-Men (1991) #22,22,28741,80,, | Beast | Gambit | Mister Sinister | Psylocke | Silver Samurai | X-Men, | editor:Bob Harras | editor:Lisa Patrick | penciller (cover):Andy Kubert | writer:Fabian Nicieza | letterer:Bill Oakley | inker:Mark Pennington | colorist:Joe Rosas,, | onsaleDate:1993-07-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,7

