33698,Iron Man Legacy (2010) #11,11,11673,147,"THE ILLUMINATI versus THE PRIDE as ""INDUSTRIAL REVOLUTION"" reaches its senses-shattering conclusion!... 'NUFF SAID! ", | Black Bolt | Doctor Strange | Iron Man | Mr. Fantastic | Professor X | Sub-Mariner, | editor:Charlie Beckerman | penciller:Philippe Briones | penciller (cover):Juan Doe | writer:Fred Van Lente,, | onsaleDate:2011-02-02T00:00:00-0500 | focDate:2011-01-19T00:00:00-0500 | unlimitedDate:2012-01-17T00:00:00-0500, | printPrice:2.99,2011,2
 
