29224,Avengers Academy (2010) #9,9,23709,76,"After recent events at the Academy, Finesse steps-out to find her father. Tracking down Taskmaster, she intends to see if her roots lie in crime. Has what she learned at school prepared her for a battle of brain and brawn? ", | Taskmaster, | penciller:Sean Chen | writer:Christos Gage | penciller (cover):Mike McKone | editor:Bill Rosemann,, | onsaleDate:2011-02-16T00:00:00-0500 | focDate:2011-01-22T00:00:00-0500 | unlimitedDate:2012-01-03T00:00:00-0500 | digitalPurchaseDate:2012-04-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
