27547,Avengers: The Initiative (2007) #30,30,28675,68,"Can the Avengers Resistance and the Initiative unite to defeat a classic Marvel villain...or would that be a Nightmare? Guest-starring Tigra, Justice and Taskmaster! ", | Avengers | Nightmare | The Initiative, | letterer:Joe Caramagna | colorist:Edgar Delgado | writer:Christos Gage | penciller:Jorge Molina | inker:Victor Olazaba | editor:Bill Rosemann | penciller (cover):Rafa Sandoval,, | onsaleDate:2009-11-25T00:00:00-0500 | focDate:2009-11-05T00:00:00-0500 | unlimitedDate:2011-03-22T00:00:00-0400 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,11
 
