30030,Spider-Girl (2010) #2,2,13775,135,"Still reeling from the shattering events in the first issue, Spider-Girl faces one of the strongest threats in the Marvel Universe, the RED HULK. But how can one teenage girl stop a menace that has the FANTASTIC FOUR on their heels, and what's the cost of the battle for New York City... and the life of Anya Corazon? 32 PGS./Rated A ...$2.99", | Spider-Girl (May Parker),,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-12-16T00:00:00-0500 | unlimitedDate:2013-04-08T00:00:00-0400, | printPrice:2.99 ,2010,6

