5808,Amazing Spider-Man (1999) #538,538,142930,3,"Conclusion to ""THE WAR AT HOME,"" an official tie-in to ""Civil War."" The Civil War shaking the Marvel Universe races to its climax -- with Spider-Man caught right in the middle.  Where else would we expect to find him? 32 PGS./Rated A ...$2.99", | Spider-Man, | penciller (cover):Ron Garney | writer:Stan Lee | colorist:Matt Milla | letterer:Cory Petit | inker:Bill Reinhold, | Civil War, | onsaleDate:2007-02-21T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2008-01-21T00:00:00-0500 | digitalPurchaseDate:2012-09-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2007,2

