24631,Cable (2008) #15,15,49893,35,"MESSIAH WAR PART 6 Cable faces a threat at every corner. Two of his deadliest enemies are hunting him through the time stream, X-Force has come to take Cable back to the present, and Hope is beginning to doubt her protector's abilities.", | Apocalypse | Archangel | Bishop | Cable | Deadpool | Domino | Hope Summers | Stryfe | Vanisher (Telford Porter) | Warpath | Wolverine | X-23, | editor:Axel Alonso | penciller (cover):Kaare Andrews | letterer:Joe Caramagna | colorist:Ariel Olivetti | writer:Duane Swierczynski, | Messiah War, | onsaleDate:2009-06-17T00:00:00-0400 | focDate:2009-05-28T00:00:00-0400 | unlimitedDate:2009-06-04T00:00:00-0400 | digitalPurchaseDate:2010-10-12T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,6

