12394,X-Treme X-Men: The Savage Land (2001) #1,1,73984,11,, | Apocalypse | Beast | Bishop | Captain America | Colossus | Cyclops | Destiny | Gambit | Mister Sinister | Rogue | Sabretooth | Sage | Storm | Thunderbird (Neal Shaara) | Wolverine | X-Men, | writer:Chris Claremont | colorist:Chris Garcia | colorist:Mike Garcia | colorist:Liquid Graphics | colorist:Avalon Studio | editor:Matt Hicks | editor:Andrew Lis | editor:Mark Powers | letterer:Tom Orzechowski | penciller (cover):Kevin Sharpe,, | onsaleDate:2001-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2001,9

