22291,The Twelve (2007) #8,8,25982,105,"The Black Widow's secret! The Fiery Mask, accused! And Electro lives again!,2008,10
<br>Rated T+ ...$2.99", | The Twelve, | letterer:Comicraft | colorist:Chris Chuckry | colorist:Paolo Rivera | inker:Chris Weston,, | onsaleDate:2008-10-08T00:00:00-0400 | focDate:2008-09-18T00:00:00-0400 | unlimitedDate:2012-03-02T00:00:00-0500 | digitalPurchaseDate:2012-01-31T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
