49520,All-New Ghost Rider (2014) #6,6,20679,115,"""LEGEND"" - GHOST RIDER has become a local hero - Can ROBBIE REYES resist the call of street racing? - Who is the mysterious figure who takes an interest in the new Ghost Rider? ",, | penciller (cover):Tradd Moore | artist:Damion Scott | writer:Felipe Smith,, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:2014-07-28T00:00:00-0400 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
