33692,Deadpool Pulp (2010) #3,3,15009,122,"Deadpool is trying to stay one step ahead of Outlaw as he searches for a mysterious scientist in the jungle. In Washington, DC. a power struggle is under way at the highest levels of government that will turn Deadpool's world upside down.  ",, | writer:Mike Benson | writer:Adam Glass | penciller:Laurence Campbell | letterer:Chris Eliopoulos | colorist:Lee Loughridge,, | onsaleDate:2010-11-24T00:00:00-0500 | focDate:2010-11-13T00:00:00-0500 | unlimitedDate:2011-11-16T00:00:00-0500 | digitalPurchaseDate:2012-08-07T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,11
 
