14959,New X-Men (2001) #140,140,95189,6,,,,, | onsaleDate:2003-06-30T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-10-28T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,4

