21526,Ms. Marvel (2006) #29,29,41222,53,"SECRET INVASION tie-in! Intergalactic war comes to the streets of Manhattan! As Ms. Marvel stands alone before the Skrull invasion, she must find the warrior within and stop an army of invincible killers! ", | Captain Marvel (Carol Danvers), | inker:Mariah Benes | inker:PAULO SIQUEIRA | colorist:Greg Horn | colorist:Chris Sotomayor | penciller:Adriana Melo | writer:Brian Reed | letterer:Dave Sharpe, | Secret Invasion, | onsaleDate:2008-07-30T00:00:00-0400 | focDate:2008-07-10T00:00:00-0400 | unlimitedDate:2009-12-08T00:00:00-0500 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,7
 
