35160,Secret Avengers (2010) #16,16,46317,24,"A city buried a mile beneath American soil, only discovered through leakage of von Doom radiation -- emitted only by time-travel devices. A mission underground to this strange metropolis-- because a time machine is the worst kind of WMD imaginable! ", | Beast | Black Widow | Captain America | Moon Knight, | editor:Axel Alonso | editor:Tom Brevoort | editor:Lauren Sankovitch | penciller (cover):John Cassaday | penciller (cover):Paul Mounts | writer:Warren Ellis | letterer:Dave Lanphear | penciller:Jamie McKelvie | colorist:Matthew Wilson,, | onsaleDate:2011-08-31T00:00:00-0400 | focDate:2011-08-01T00:00:00-0400 | unlimitedDate:2012-05-31T00:00:00-0400 | digitalPurchaseDate:2012-10-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
