24006,War of Kings (2009) #2,2,23700,74,"The cosmic heavyweights come out swinging! Black Bolt! Gladiator! The Inhumans! Vulcan! The Starjammers! As Kree outworlds burn, Shi'Ar forces move in for the kill-as first blood goes to Vulcan and the Imperial Guard! Can anything withstand the military juggernaut of Vulcan's Imperium? And are the lines of allegiance drawn as clearly as it first appears? The major players make their big moves as the battle that will reshape the cosmic power structure rages on! ,2009,3
<br>Rated T+ ...$3.99
<br>",, | writer:Dan Abnett | writer:Andy Lanning | letterer:Joe Caramagna | other:Chris Eliopoulos | inker:Rick Magyar | penciller:Paul Pelletier | colorist:Brandon Peterson | colorist:Wil Quintana, | War of Kings, | onsaleDate:2009-04-01T00:00:00-0400 | focDate:2009-03-12T00:00:00-0400 | unlimitedDate:2009-11-25T00:00:00-0500 | digitalPurchaseDate:2012-06-12T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
