13931,Uncanny X-Men (1963) #390,390,98437,2,, | Banshee | Beast | Captain Britain | Colossus | Cyclops | Gambit | Mystique | Nightcrawler | Proteus | Sabretooth | Wolverine | X-Men, | colorist:Hi Fi Design | editor:Pete Franco | editor:Mark Powers | penciller (cover):Salvador Larroca | inker:Danny K. Miki | writer:Joe Quesada | writer:Len Wein | letterer:Richard Starkings,, | onsaleDate:2001-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2014-03-18T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,1

