24147,Thunderbolts (2006) #132,132,40324,37,"A new killer joins the Norman Osborn's terrifying team! Our crazed covert ops squad sets out to recruit one of the world's deadliest fighters: the ruthless Wolverine foe known only as Mr. X!  But first they must defeat him in single combat, and that's easier said than done-especially when one of the Thunderbolts is hiding a deadly secret that could spell death for them all! Be there for the next issue of the book that Aint It Cool News says: ""continues to impress...Diggle's first issue back at Marvel is an excellent benchmark of things to come."",2009,5
<br>Rated T+ ...$2.99
<br>", | Thunderbolts, | letterer:Comicraft | inker:Roberto Delatorre | writer:Andy Diggle | colorist:Frank Martin | colorist:Francesco Mattina | penciller:Miguel Angel Sepulveda, | Dark Reign, | onsaleDate:2009-05-20T00:00:00-0400 | focDate:2009-04-30T00:00:00-0400 | unlimitedDate:2011-02-15T00:00:00-0500, | printPrice:2.99
 
