40330,John Carter: The World of Mars (2011) #3,3,5294,251,"Taken prisoner in an underground city controlled by the Warhoon, Dejah Thoris, the Princess of Mars, is forced into an arena to fight for her life! And the only person who can possibly save her is a man who is her sworn enemy. ",,,, | onsaleDate:2011-12-14T00:00:00-0500 | focDate:2011-11-30T00:00:00-0500, | printPrice:3.99,2011,12
 
