30584,Thor the Mighty Avenger (2010) #5,5,9673,181,"The epic series by Mega-Talents ROGER LANGRIDGE and CHRIS SAMNEE continues! Thor tests his might against the strange and powerful (and slightly blue) SUB-MARINER. The God of Thunder vs. King of the Seven Seas, and YOU'VE got the front-row seat! Rated A ...$2.99", | Thor, | writer:Roger Langridge | penciller:Chris Samnee,, | onsaleDate:2010-10-13T00:00:00-0400 | focDate:2010-10-02T00:00:00-0400 | unlimitedDate:2011-04-05T14:23:54-0400 | digitalPurchaseDate:2013-02-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,10

