12801,Captain America (1998) #40,40,40550,27,,,,, | onsaleDate:2001-04-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-04-28T00:00:00-0400 | digitalPurchaseDate:2014-01-28T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,2

