15765,Ultimate X-Men (2000) #7,7,107741,4,"RETURN TO WEAPON X PART 1 (of 6) The only mutant to ever make it outside the walls of Weapon X has been the Adamantium-clawed Wolverine...until now! Get a look inside the Ultimate Universe's Weapon X program and see what is in store for the mutants!", | Beast (Ultimate) | Colossus (Ultimate) | Cyclops (Ultimate) | Iceman (Ultimate) | Jean Grey (Ultimate) | Nightcrawler (Ultimate) | Storm (Ultimate) | X-Men (Ultimate), | letterer:Wes Abbot | letterer:Richard Starkings | editor:Pete Franco | editor:Mark Powers | colorist:Richard Isanove | penciller (cover):Adam Kubert | writer:Mark Millar | inker:Art Thibert,, | onsaleDate:2001-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-08-04T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2001,6
 
