20647,Captain America (2004) #35,35,85984,15,"THE NEW CAPTAIN AMERICA FIGHTS FOR THE HEART OF HIS COUNTRY IN A CITY GONE INSANE! The Red Skull's master plan kicks into motion, and chaos begins to take hold of the US, with only one man to stand in its way, but is he up to the task? By Harvey and Eisner Award-Winning Best Writer Ed Brubaker with art by master storytellers Steve Epting and Butch Guice!", | Captain America, | writer:Ed Brubaker | letterer:Joe Caramagna | colorist:Frank D'Armata | artist:Steve Epting | penciller (cover):Butch Guice,, | onsaleDate:2008-02-27T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-10-07T00:00:00-0400 | digitalPurchaseDate:2010-06-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2008,2

