30604,Ultimate Comics New Ultimates (2010) #4,4,42876,34,"Thor is reborn and on a rampage! Finally freed from Hela's clutches, Thor reunites with his teammates only to discover Loki's wicked betrayal. How will the Ultimates be able to stop an Asgardian gone wild? ",, | colorist:Brad Anderson | penciller:Frank Cho | penciller (cover):Jason Keith | writer:Jeph Loeb,, | onsaleDate:2010-10-20T00:00:00-0400 | focDate:2010-09-30T00:00:00-0400 | unlimitedDate:2011-10-07T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,10
 
