36462,X-23 (2010) #18,18,21999,91,"What could possibly go wrong for X-23, on an already disastrous night? More dragons? Hellion and his bad mood? How about being kidnapped to another galaxy by The Collector? ", | X-23 | X-Men, | artist:Kalman Andrasofszky | artist:Sana Takeda | writer:Marjorie Liu | letterer:Cory Petit,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-14T00:00:00-0500 | unlimitedDate:2012-08-10T00:00:00-0400 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
