24403,Amazing Spider-Man (1999) #596,596,63500,21,"Spider-Man goes up against Venom and Bullseye as he prepares to infiltrate the Dark Avengers headquarters. Meanwhile Harry's life takes a dramatic turn now that he's reunited with Lily and wedding plans continue for two lucky Parker pals. ", | Dark Avengers | Harry Osborn | Lily Hollister | Norman Osborn | Spider-Man | Venom (Mac Gargan), | colorist:Jeromy Cox | letterer:Chris Eliopoulos | penciller (cover):Phil Jimenez | writer:Joe Kelly | inker:Amilton Santos | penciller:PAULO SIQUEIRA | editor:Stephen Wacker, | Dark Reign, | onsaleDate:2009-06-03T00:00:00-0400 | focDate:2009-05-14T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,6
 
