21945,Captain America (2004) #42,42,75552,12,"THE MAN WHO BOUGHT AMERICA Part 6 The final chapter of the epic ""Death of Captain America"" saga! New Captain America, the Falcon, the Black Widow, Sharon Carter - all in a final showdown with the Red Skull and his minions for the future of America!",, | writer:Ed Brubaker | letterer:Joe Caramagna | colorist:Frank D'Armata | other:Chris Eliopoulos | other:Steve Epting | inker:Fabio Laguna | inker:Rick Magyar | penciller:Luke Ross,, | onsaleDate:2008-09-24T00:00:00-0400 | focDate:2008-09-04T00:00:00-0400 | unlimitedDate:2010-03-02T00:00:00-0500 | digitalPurchaseDate:2010-07-29T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,9
 
