4265,Nextwave: Agents of H.a.T.E. (2006) #6,6,24627,88,"Dirk Anger loves you.  He bought you flowers and candy.  Did you get them?  He HATES Nextwave, though.  He's created lots of things to kill them deader than Elvis.  Much deader.  Can Nextwave survive this?  And more importantly, will you return Dirk Anger's calls?,2006,6
<br>32 PGS./Parental Advisory ...$2.99
<br>",, | letterer:Chris Eliopoulos | writer:Warren Ellis | inker:Wade von Grawbadger | penciller (cover):Stuart Immonen | colorist:Dave McCaig,, | onsaleDate:2006-06-28T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-14T00:00:00-0400 | digitalPurchaseDate:2011-01-25T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
