50929,Legendary Star-Lord (2014) #2,2,37109,53,"- Peter's captured by a bounty hunter-who may have a strange connection to his past! - Can Peter and the bounty hunter make amends before he's fed to a giant alien? - And who is the mysterious Mr. Knife--and why is he so interested in Star-Lord? ",, | writer:Sam Humphries | penciller (cover):Paco Medina,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-14T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
