17635,Immortal Iron Fist (2006) #13,13,32038,59,"Two words, punks-BATTLE ROYALE! All the losers in the tournament in the Heart of Heaven get a chance to redeem themselves and obtain the ultimate victory...Danny Rand included! But if Danny couldn't win mano a mano, what hope does he have in a no-holds-barred kung-fu free-for-all of violence and carnage? And meanwhile, on Earth, the sinister Xao launches an attack almost a century in the making, and he won't stop until he's dancing on the ashes of K'un-Lun itself. Oh! And the final secrets of Danny Rand's birth are finally revealed."," | Bride of Nine Spiders (Immortal Weapons) | Colleen Wing | Dog Brother #1 | Fat Cobra | Hydra | Iron Fist (Danny Rand) | Jeryn Hogarth | Lei Kung, The Thunderer | Luke Cage | Misty Knight | Prince of Orphans | Steel Serpent (Davos) | Tiger's Beautiful Daughter | Wendell Rand", | artist:Kano | inker:David Aja | penciller (cover):Kaare Andrews | writer:Ed Brubaker | writer:Matt Fraction | colorist:Matt Hollingsworth | letterer:Dave Lanphear,, | onsaleDate:2008-03-19T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2008-10-13T00:00:00-0400 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2008,3

