13962,Uncanny X-Men (1963) #421,421,86744,9,, | Archangel | Beast | Cyclops | Guardian | Havok | Husk | Iceman | Juggernaut | Nightcrawler | Northstar | Polaris | Professor X | Puck | Sasquatch (Walter Langkowski) | Snowbird | Vindicator | X-Men, | writer:Chuck Austen | writer:Stan Lee | penciller (cover):Chris Bachalo | letterer:Chris Eliopoulos | penciller:Ron Garney | editor:Mike Marts | inker:Mark Morales | colorist:Jd Smith,, | onsaleDate:2003-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2013-04-02T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,4

