15624,Daredevil (1998) #23,23,59857,18,, | Daredevil, | letterer:Comicraft | letterer:Richard Starkings | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | colorist:Chris Chuckry | writer:Bob Gale | penciller (cover):David Mack | inker:Mark Pennington | penciller:David Ross,, | onsaleDate:2001-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,8

