48549,Avengers Undercover (2014) #3,3,21830,113,"FACE-TO-FACE WITH ARCADE! - What happens when the Murder World survivors confront their former captor? - Hint: Someone doesn't survive! ",, | artist:Timothy Green | writer:Dennis Hopeless | penciller (cover):Francesco Mattina,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-09T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
