20061,Elektra (2001) #18,18,29674,65,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Joe Quesada | penciler:Joe Bennett | penciler:Greg Horn | penciler:Carlo Pagualyan | colorist:Nathan Eyring | colorist:Chris Sotomayor | letterer:Kore Grate | letterer:Richard Starkings | inker:Danny K. Miki | writer:Greg Rucka,, | onsaleDate:2003-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-03-08T00:00:00-0500, | printPrice:0 ,2002,12

