14942,New X-Men (2001) #123,123,113512,3,, | Archangel | Beast | Cyclops | Emma Frost | Gladiator (Kallark) | Professor X | Stepford Cuckoos | Wolverine | X-Men | Xorn (Kuan-Yin Xorn), | letterer:Comicraft | letterer:Saida Temofonte | penciller (cover):Harris | colorist:Mettier | colorist:Hi Fi Design | inker:Snyder | penciller:Tom Derenick | penciller:Ethan Van Sciver | writer:Grant Morrison | editor:Mark Powers,, | onsaleDate:2002-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2011-06-28T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,2

