549,Captain Marvel (2000) #25,25,24534,100," ""EXIT STRATEGY"" PART 1 (OF 1) FINAL ISSUE! ,2001,11
<br>All your questions are answered! Will Captain Marvel regain his sanity? Will Rick stay bonded to Marv forever? Will he ever get it on with his super-hot wife, Marlo, again? More importantly, will we get to watch? Is Moondragon dead or alive? And of course, what do we do with little Phyla? She's so cute.",, | penciller (cover):Chriscross | writer:Peter David | penciller:Keith Giffen | inker:Al Gordon | colorist:Chris Sotomayor,, | onsaleDate:2001-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-04-01T00:00:00-0400, | printPrice:2.99
 
