20052,Elektra (2001) #1,1,82412,13,, | Bullseye | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | penciler:Chuck Austen | penciler:Greg Horn | writer:Brian Michael Bendis | colorist:Nathan Eyring,, | onsaleDate:2001-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-11T00:00:00-0400, | printPrice:0 ,2002,11

