25970,Mighty Avengers (2007) #26,26,63154,22,"DARK REIGN The Avengers/Fantastic Four slobberknocker continues!  This one's got it all true believers:  from MR. FANTASTIC and HANK PYM'S battle of the brains to HERCULES and THE THING'S battle o' the brawn!  When it's over, expect BIG changes for Earth's Mightiest Heroes-- including the team's all-new headquarters and a very disturbing DARK REIGN alliance. Rated A ...$2.99", | Amadeus Cho | Edwin Jarvis | Hank Pym | Hercules | Human Torch | Invisible Woman | Jocasta | Mr. Fantastic | Stature | Vision, | colorist:Jean-Francois Beaulieu | colorist:June Chung | colorist:Marko Djurdjevic | letterer:Dave Lanphear | inker:Paco Diaz Luque | inker:Noah Salonga | inker:Harvey Tolibao | penciller:Stephen Segovia | writer:Dan Slott, | Dark Reign, | onsaleDate:2009-06-17T00:00:00-0400 | focDate:2009-05-28T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-08-16T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,6

