20033,Ghost Rider (2001) #2,2,48232,33,, | Ghost Rider (Johnny Blaze), | editor:Nanci Dakesian | editor:Stuart Moore | writer:Devin Grayson | penciler:Trent Kaniuga | colorist:Dan Kemp | letterer:Jason Levine | letterer:Richard Starkings | inker:Danny K. Miki,, | onsaleDate:2001-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,7

