12817,Captain America (2002) #1,1,67223,22,, | Captain America | Nick Fury, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | penciller (cover):John Cassaday | writer:John Ney Rieber | colorist:Dave Stewart,, | onsaleDate:2002-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2014-02-11T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2004,11

