4673,Exiles (2001) #1,1,30030,73,"Heroes from across the timescape find themselves outside of time and reality. They are Blink, Nocturne, Magnus, Morph, Mimic, and Thunderbird. They have been brought there by the Time Broker. And they have one chance to save their dimensions.", | Exiles,,, | onsaleDate:2001-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-09-06T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2006,12

