29750,Black Widow (2010) #3,3,19892,103,"When Elektra and other familiar faces are crawling out of the woodwork to chase Marvel's top super-spy, where will Natasha be able to turn? ", | Black Widow | Elektra, | penciler:Daniel Acuna | editor:Alejandro Arbona | editor:Ralph Macchio | editor:Joe Quesada | writer:Marjorie Liu | letterer:Nate Piekos,, | onsaleDate:2010-06-16T00:00:00-0400 | focDate:2010-05-27T00:00:00-0400 | unlimitedDate:2011-01-24T13:19:57-0500 | digitalPurchaseDate:2010-11-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,6
 
