6330,X-Men (2004) #198,198,74765,23,"Behind the X-Men's worst nightmare there's a bigger nightmare waiting in the wings.  Hecatomb has dropped from deep space onto the island of Providence, bringing death to whatever he touches - and Cable receives an offer of help from a truly terrifying source! ", | X-Men, | penciller (cover):Chris Bachalo | writer:Mike Carey | colorist:Edgar Delgado | letterer:Cory Petit | inker:Tim Townsend,, | onsaleDate:2007-04-25T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-04-28T00:00:00-0400 | digitalPurchaseDate:2010-06-22T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2007,4

