38042,Fear Itself (2010) #4,4,22058,99,The blockbuster Marvel event of the year continues! AFTERMATH: the heroes reel in the wake of last issue's shocking finale. Thor finds himself unwelcome in two homes. Steve Rogers makes the decision of a lifetime. And Iron Man prepares to make the ultimate sacrifice. Every move the heroes make just serves to make The Serpent stronger-- and the feat he accomplishes in this issue will rock the Avengers., | Avengers | Black Widow | Captain America | Hulk | Iron Man | Nick Fury | Thing | Thor, | editor:Tom Brevoort | writer:Matt Fraction | penciller:Stuart Immonen | penciller (cover):Steve McNiven, | Fear Itself, | onsaleDate:2011-07-06T00:00:00-0400 | focDate:2011-06-22T00:00:00-0400 | unlimitedDate:2012-03-13T00:00:00-0400 | digitalPurchaseDate:2011-09-07T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2011,7

